City,District,Area_m2,Rooms,Year_Built,Floor,Condition,Interest_Rate,Inflation,Market_Trend,Energy_Efficiency,Green_Access,Carbon_Footprint,Price_per_m2,Total_Price
Warszawa,Ursynów,36.64218856885152,1,1971,1,Nowe,6.829302327712831,7.461294379597038,Spadkowy,B,9,Średni,12306.286842510672,450929.2830656524
Wrocław,Fabryczna,31.118798189333518,3,1997,7,Do remontu,2.3748269345877375,6.8669395847733945,Stabilny,B,9,Niski,12902.770564348422,401518.7132752315
Poznań,Stare Miasto,69.40819865506752,3,1983,8,Po remoncie,6.042870032163734,9.540304672610729,Spadkowy,C,8,Średni,9508.520715156521,659969.2947134086
Warszawa,Ursynów,92.39356610643566,2,1988,5,Do remontu,4.713934529496779,9.939514544948844,Spadkowy,C,2,Niski,14222.16675374747,1314036.7041391183
Warszawa,Śródmieście,32.84539065641014,1,2001,6,Nowe,5.83239193774938,2.6963687994124825,Stabilny,D,2,Średni,15128.325083876158,496895.7473570811
Kraków,Nowa Huta,109.14702121873859,1,2000,1,Po remoncie,2.008030707687076,8.089275509474074,Wzrostowy,A,8,Niski,13211.12728374685,1441955.1899625736
Kraków,Krowodrza,106.58784747517468,1,1987,13,Do remontu,7.49976044459892,1.7276690374935921,Spadkowy,C,2,Wysoki,9690.990621881481,1032941.8302884516
Wrocław,Psie Pole,97.63359015304798,4,2019,10,Do remontu,2.851308663725079,5.396357940161726,Wzrostowy,A,5,Średni,11052.019814190015,1079048.3729019933
Poznań,Wilda,33.71469918981998,4,1981,3,Po remoncie,5.102518713215496,3.687012077102911,Stabilny,B,6,Niski,10050.293560848018,338842.62417337566
Poznań,Grunwald,121.22383678653793,3,2004,10,Nowe,3.5545576987567866,9.286336493450362,Spadkowy,C,9,Średni,8769.452133455474,1063066.6341333631
Warszawa,Ursynów,115.8653475916325,5,1999,5,Do remontu,6.9011972115889915,6.980477404738439,Stabilny,A,6,Niski,15400.3933093339,1784371.9238338238
Poznań,Grunwald,137.98538345269773,5,1968,3,Do remontu,5.974276695855295,4.830640686556384,Wzrostowy,C,5,Wysoki,10885.223237198918,1502001.7023531084
Gdańsk,Przymorze,63.310088234309944,2,2019,5,Po remoncie,5.422318635502835,9.253089077840016,Wzrostowy,D,7,Niski,9704.471766909288,614390.9638303968
Poznań,Grunwald,55.1333807621691,2,1950,4,Nowe,7.033065870716612,5.700766250005268,Wzrostowy,B,2,Wysoki,7772.624552000316,428531.0689468174
Warszawa,Śródmieście,119.16791259087789,4,1996,3,Po remoncie,3.217809103264276,8.824688084187377,Wzrostowy,A,4,Średni,12622.709369565735,1504221.9268124648
Warszawa,Bielany,146.28365940498068,2,1985,13,Do remontu,7.633581910618989,5.196441299991159,Spadkowy,B,8,Średni,16221.915674746182,2373001.1874608877
Warszawa,Mokotów,61.52799740832117,2,1973,0,Po remoncie,4.650702638119993,2.235880126434054,Wzrostowy,D,4,Wysoki,17463.106988591335,1074470.001535283
Kraków,Nowa Huta,71.53130118109944,5,2006,4,Nowe,5.437400423385473,2.3705165077809873,Stabilny,A,7,Niski,10613.549320079024,759200.9930150259
Warszawa,Mokotów,88.54507178894488,2,2004,4,Po remoncie,4.05960691258204,6.706613328926083,Spadkowy,B,7,Niski,17876.3856018203,1582865.846440039
Warszawa,Ursynów,75.92714684205464,4,1969,11,Po remoncie,3.9998092005216073,6.8798884750588165,Wzrostowy,C,2,Niski,13303.799352084872,1010119.5269629795
Warszawa,Śródmieście,119.21083202436031,2,2019,11,Do remontu,5.010803139240518,8.466360539031127,Stabilny,C,7,Niski,15124.367368885516,1802988.4178869277
Wrocław,Krzyki,56.987369182761256,4,2010,12,Po remoncie,2.9889842695485864,1.8662702474843045,Spadkowy,D,3,Wysoki,10079.034462567568,574377.6579241117
Poznań,Wilda,98.955353840046,1,1960,13,Do remontu,2.710386333710166,7.8699427855331665,Stabilny,B,5,Wysoki,11228.304204403288,1111100.8155704036
Wrocław,Fabryczna,41.60923482643558,1,2017,5,Po remoncie,6.109602723277134,6.282001857015196,Spadkowy,B,6,Niski,9027.590577046896,375631.1362372614
Wrocław,Stare Miasto,35.932686368414,2,1970,8,Do remontu,7.348958880588217,8.454504311021214,Wzrostowy,A,7,Wysoki,10016.734041080395,359928.162733958
Wrocław,Krzyki,32.4807601297944,1,1987,1,Po remoncie,4.2427699221263,8.824431581164394,Stabilny,C,8,Wysoki,11810.580205199698,383616.6226387893
Kraków,Nowa Huta,97.31368735465291,3,2018,0,Do remontu,5.115469562471821,9.936428180299181,Spadkowy,A,6,Niski,9987.698023713878,971939.722872377
Poznań,Stare Miasto,92.81077819892725,2,2000,9,Po remoncie,3.5326465719800435,3.618659325205131,Wzrostowy,C,2,Niski,8506.289605018528,789475.3578272151
Wrocław,Fabryczna,33.509575465634164,2,1972,10,Nowe,6.682779370414697,2.6662745476119816,Wzrostowy,D,5,Niski,13154.910334945496,440815.4606125069
Kraków,Śródmieście,116.06053203523143,1,2012,4,Po remoncie,7.72532432162278,2.7567957262141167,Spadkowy,C,6,Wysoki,11188.351287569061,1298526.0030323318
Wrocław,Psie Pole,96.83411892026469,1,1996,7,Do remontu,5.762943568304353,6.817595183222608,Wzrostowy,D,8,Wysoki,11619.426256142384,1125156.9038725374
Poznań,Jeżyce,33.38801579612637,4,2023,6,Po remoncie,4.7547356218759305,7.381913967122824,Wzrostowy,B,5,Średni,9185.9407166562,306700.33374999755
Gdańsk,Przymorze,117.07679622924684,5,1975,2,Nowe,5.310818183619735,7.509881184707012,Wzrostowy,D,3,Niski,10395.996901262864,1217130.0108090339
Poznań,Stare Miasto,81.84101133099745,4,1952,1,Po remoncie,2.162536851207239,8.923114356729611,Wzrostowy,D,4,Średni,11032.561217279394,902915.9675932858
Warszawa,Bielany,91.67453982124081,2,2010,4,Do remontu,6.030871170551036,4.510976481618693,Stabilny,B,8,Wysoki,17483.29439050059,1602772.9678084224
Gdańsk,Wrzeszcz,73.23654193089033,2,1988,1,Po remoncie,2.514268435539685,9.940123270902035,Wzrostowy,B,9,Średni,11144.186277279157,816161.6655816076
Poznań,Wilda,149.38093877280153,2,1953,10,Po remoncie,7.249422627429302,4.400900439984911,Stabilny,B,5,Średni,10856.455445407963,1621747.5061801346
Gdańsk,Oliwa,57.90408334958779,1,1978,5,Po remoncie,4.0341470184378005,6.462332849299479,Spadkowy,B,9,Wysoki,11544.710245666854,668485.8643119338
Warszawa,Mokotów,122.67624648038962,5,1968,12,Po remoncie,7.112479837443088,9.906222565093982,Spadkowy,B,9,Średni,16461.573798701476,2019444.084784626
Poznań,Stare Miasto,64.24771573878355,5,2022,14,Nowe,4.120414043262813,5.215939870837193,Stabilny,C,9,Wysoki,8621.374625872644,553903.626240627
Poznań,Jeżyce,58.17317978260763,1,1982,10,Po remoncie,3.497172910434318,2.21080153207362,Spadkowy,A,1,Niski,9346.752297389536,543730.3017795424
Poznań,Stare Miasto,44.739921068996026,2,2016,5,Nowe,4.2698499444445615,6.179998226661322,Wzrostowy,B,2,Niski,8950.834450277927,400459.6268070849
Gdańsk,Wrzeszcz,141.77323226345953,3,2001,8,Po remoncie,3.5695057569932853,4.9411265026244,Wzrostowy,B,9,Niski,10387.73973758446,1472703.4385089297
Kraków,Śródmieście,143.67130825141942,2,1951,0,Do remontu,5.270142297864204,5.041739490149682,Wzrostowy,C,9,Wysoki,14012.696506338641,2013222.4391957668
Kraków,Krowodrza,145.4410733581683,1,2000,2,Do remontu,4.668836940095401,9.7971027331597,Spadkowy,A,6,Wysoki,11780.741097402102,1713403.6301608472
Kraków,Podgórze,91.320954354022,2,2015,4,Do remontu,5.9462958795409575,6.850199164027961,Wzrostowy,A,3,Niski,14173.839386460451,1294368.5396321942
Gdańsk,Przymorze,127.56373266075275,2,2000,6,Nowe,2.155537336250544,2.3827619816415444,Stabilny,B,2,Niski,10559.66767652465,1347030.6244745827
Poznań,Stare Miasto,43.1698934219953,3,1960,13,Nowe,6.010159555682374,4.474924810672906,Spadkowy,D,1,Wysoki,8737.913767754579,377214.8060845505
Wrocław,Krzyki,74.75712834313805,2,1969,5,Po remoncie,7.012700788245725,5.680235703024986,Wzrostowy,A,3,Niski,11782.02511156093,880790.3634070358
Gdańsk,Oliwa,85.54538813046136,3,2021,14,Nowe,6.270940355797876,8.959051649289464,Spadkowy,A,7,Średni,10110.845322552928,864936.1874448501
Gdańsk,Śródmieście,95.16201112361367,2,1951,2,Po remoncie,7.442296244148002,4.537509240920366,Stabilny,D,3,Wysoki,12366.922558797074,1176861.222105116
Warszawa,Ursynów,52.413938512712576,2,1995,1,Do remontu,3.459234698240576,4.3247948029612555,Stabilny,C,1,Niski,15708.115385929836,823324.1939887208
Poznań,Stare Miasto,139.5805968529936,1,1984,8,Nowe,5.934044051469868,2.912091865509563,Wzrostowy,D,5,Wysoki,8856.56532714016,1236204.6744297522
Poznań,Wilda,63.962748236355694,1,2012,10,Nowe,2.880384262362946,8.042548235616298,Stabilny,B,1,Niski,9233.545220583514,590602.9282731886
Kraków,Krowodrza,51.46156818001205,4,2007,1,Do remontu,5.193672087149589,2.5768979761246458,Stabilny,B,7,Niski,9993.516239703651,514282.0173275671
Wrocław,Stare Miasto,134.49273522159802,4,1967,12,Nowe,5.438215021846499,5.832133760407775,Stabilny,B,4,Średni,9298.537190010036,1250585.700244202
Poznań,Jeżyce,98.58244231950434,2,1989,14,Do remontu,5.909201507045116,4.614083654658516,Wzrostowy,B,4,Niski,8505.151656838361,838458.6226289045
Gdańsk,Śródmieście,124.63069831155096,3,1951,7,Po remoncie,4.418138830499586,9.531536230219766,Wzrostowy,D,9,Wysoki,11998.36349442536,1495364.4209060534
Wrocław,Psie Pole,122.71448208005391,4,1955,14,Nowe,6.478424588584097,2.1341255617196797,Spadkowy,B,9,Wysoki,12884.637355534835,1581131.5998737726
Poznań,Stare Miasto,62.677924151824925,3,1962,6,Nowe,4.9207212369444635,8.372467215946532,Stabilny,D,8,Niski,7919.852505311586,496399.9146215602
Warszawa,Ursynów,71.83757528411763,3,1975,12,Po remoncie,2.532295721180808,5.429255545574902,Stabilny,C,1,Średni,15216.06359494291,1093085.1140296329
Wrocław,Fabryczna,37.4871114999638,3,1992,4,Do remontu,6.1826926752056615,3.607085080970198,Stabilny,B,9,Niski,9880.176777789611,370379.28850835224
Wrocław,Stare Miasto,34.71464134088214,3,1980,1,Nowe,7.929739130055836,3.2527964682838397,Wzrostowy,B,7,Niski,9579.625292010225,332553.2561921783
Poznań,Stare Miasto,127.28070458164811,5,1997,2,Po remoncie,3.935642723968591,4.351623747275921,Spadkowy,C,7,Średni,9637.051034315557,1226610.6457369847
Poznań,Wilda,69.25525988882279,5,1966,5,Do remontu,2.2972498337543508,2.598933260094119,Spadkowy,C,7,Wysoki,8320.104869535127,576211.0250419152
Warszawa,Ursynów,97.25080398235744,5,1953,6,Nowe,6.989166532682189,3.316419093837592,Stabilny,A,3,Wysoki,16354.142484251604,1590453.505035497
Gdańsk,Oliwa,46.17483357944762,1,1993,7,Do remontu,5.377820403406417,7.873540703052974,Wzrostowy,C,9,Niski,11753.452384025815,542713.7078163539
Kraków,Podgórze,88.95633583188597,4,1975,2,Po remoncie,4.9364231132922765,9.998810312662547,Spadkowy,B,6,Średni,10402.428508903704,925361.9239052227
Kraków,Śródmieście,101.38410683637456,5,1986,5,Do remontu,6.04663541107642,9.70419881181853,Wzrostowy,D,3,Niski,12264.949551029651,1243470.9556243343
Poznań,Grunwald,72.90663539513525,3,1951,7,Nowe,6.492457822817902,3.159464660303617,Stabilny,B,6,Niski,10381.925125885562,756911.2298525324
Gdańsk,Śródmieście,61.63361675064028,3,1968,5,Do remontu,6.724114411750554,8.844089123660346,Spadkowy,A,9,Wysoki,11822.574764484914,728668.0420400545
Poznań,Stare Miasto,64.46969229530407,4,1961,10,Do remontu,7.401583465200284,4.773934252141007,Stabilny,C,1,Średni,8632.169901990255,556513.3374220969
Warszawa,Bielany,71.91081600138153,2,1988,8,Do remontu,4.271595919642993,2.842722970569587,Wzrostowy,C,6,Wysoki,17573.701887220093,1263739.2428750156
Gdańsk,Oliwa,116.89948325811505,3,2022,5,Po remoncie,3.606672917044059,9.849985763056953,Stabilny,A,1,Niski,12302.06461023813,1438104.9959447822
Wrocław,Fabryczna,104.0783846549297,3,2019,1,Po remoncie,3.160296587765897,2.841986191720141,Spadkowy,A,2,Wysoki,11778.762644080582,1225914.5892297355
Poznań,Wilda,94.83502756404363,2,2007,1,Po remoncie,6.814285543131296,8.179732036504491,Stabilny,A,5,Niski,10313.109267444135,978044.0016490583
Poznań,Jeżyce,32.21443528207763,1,2015,10,Po remoncie,4.409332376227222,5.290753101994544,Spadkowy,C,5,Wysoki,11311.813434479931,364403.68180799
Gdańsk,Wrzeszcz,85.51630524865719,5,1975,5,Nowe,4.055217093094314,7.836456601232468,Stabilny,A,9,Niski,9652.28978860523,825428.1599108616
Wrocław,Fabryczna,73.07576986899281,5,1962,4,Nowe,2.7835902090152302,6.420497051458363,Wzrostowy,A,6,Średni,9523.336681170578,695925.1596981589
Poznań,Wilda,124.84737725694409,2,1967,7,Nowe,7.5265131558183125,8.792838254587075,Stabilny,C,7,Niski,8614.18548982013,1075458.4656088676
Wrocław,Krzyki,121.93624605023778,5,1950,1,Do remontu,3.4843103536563778,2.8259356150455317,Spadkowy,A,4,Wysoki,11311.999363931567,1379342.7377604928
Gdańsk,Śródmieście,94.96104089296284,4,1973,14,Po remoncie,2.5583138271164296,7.58108385823596,Wzrostowy,B,6,Niski,12577.601472328037,1194382.1277491325
Kraków,Nowa Huta,95.16545205294477,1,2011,0,Nowe,7.5140830152908995,9.40027831406012,Spadkowy,C,4,Średni,12184.318643565577,1159526.191672041
Warszawa,Mokotów,92.8059191435489,5,2013,9,Po remoncie,6.52112262447424,9.499728985994953,Wzrostowy,C,7,Średni,16422.874150099055,1524139.9304787724
Kraków,Śródmieście,31.1789161228476,3,1991,7,Nowe,7.6950276476093205,1.8578578840061555,Spadkowy,D,4,Wysoki,10577.758029202925,329803.0303602957
Gdańsk,Wrzeszcz,31.107690660768487,1,1987,8,Po remoncie,3.7012893414118944,7.73655066365466,Spadkowy,C,3,Średni,12503.6737647721,388960.415597697
Wrocław,Fabryczna,90.25095628559622,1,1987,9,Po remoncie,2.720421663446367,6.71643741142166,Stabilny,C,5,Średni,10354.727756093478,934524.0820644423
Kraków,Podgórze,83.40727901018445,3,1995,2,Po remoncie,5.827753910746248,9.930755299737307,Spadkowy,A,2,Wysoki,11663.260864408267,972800.8530862654
Poznań,Wilda,133.07935854247376,3,2001,12,Po remoncie,6.729862898000339,3.3880092158607744,Stabilny,B,8,Wysoki,8503.688979845994,1131665.474682608
Kraków,Krowodrza,85.57634055909028,2,2020,8,Nowe,3.8333682621324723,6.99314843575206,Wzrostowy,D,1,Wysoki,13958.15372589976,1194487.7168237327
Wrocław,Krzyki,67.03757439138505,4,1980,9,Po remoncie,2.9964251234364836,6.549662945592969,Wzrostowy,B,4,Wysoki,10359.778104560577,694494.3953627216
Warszawa,Ursynów,46.68935764190788,5,1972,9,Po remoncie,6.650250491270426,9.826028985773515,Spadkowy,D,2,Średni,16872.510824249162,787766.692190331
Warszawa,Ursynów,77.2188061088979,5,1992,4,Do remontu,7.586765541697423,4.430713346327938,Wzrostowy,A,1,Niski,14205.161041988556,1096905.5762469843
Warszawa,Śródmieście,40.67513029090266,5,2013,11,Do remontu,6.038952603894862,3.508389833395309,Wzrostowy,D,5,Wysoki,16596.370891019826,675059.5483483756
Poznań,Wilda,49.021402525223024,1,1990,12,Nowe,3.819483728460904,1.566604264060555,Spadkowy,A,9,Średni,10422.765744887723,510938.5950062471
Wrocław,Krzyki,142.65773209948622,4,1957,0,Do remontu,2.1688609886245365,8.876854594455954,Wzrostowy,B,9,Wysoki,8985.007398656555,1281780.7783894485
Wrocław,Fabryczna,53.13405503356893,4,1994,10,Nowe,6.021899211781785,4.067703510257053,Wzrostowy,D,9,Średni,12524.686857482779,665487.4007637075
Poznań,Stare Miasto,69.50532218094895,1,1979,2,Nowe,6.5185516698958725,5.399109791486017,Wzrostowy,D,2,Średni,11022.647141607687,766132.6408643584
Gdańsk,Przymorze,121.7492124517971,3,1983,3,Po remoncie,4.774288115114712,6.083518402533396,Spadkowy,D,3,Niski,9980.479069085333,1215115.4665527844
Kraków,Podgórze,123.39582935235484,5,2016,1,Nowe,7.65319396505244,8.54253275259467,Spadkowy,B,4,Niski,10673.218933502965,1317030.7021588546
Wrocław,Fabryczna,79.9752004395246,1,1994,0,Nowe,6.3867880120651135,1.5927061361938848,Wzrostowy,D,6,Niski,12361.908820495477,988646.1357342529
Wrocław,Psie Pole,124.54835687906646,4,1985,9,Po remoncie,6.968309337777814,6.58799489014823,Stabilny,D,3,Średni,12468.998847899393,1552993.3184328421
Poznań,Wilda,118.26741503196651,1,2021,11,Po remoncie,4.945227657888685,5.9861848469714785,Wzrostowy,A,8,Niski,9841.119833644492,1163883.8037449503
Poznań,Stare Miasto,84.33261953790394,4,1990,2,Nowe,2.281471262368089,7.749285449297678,Wzrostowy,C,2,Wysoki,10865.66527702638,916330.0158336794
Kraków,Śródmieście,100.53329537288786,3,1977,1,Po remoncie,2.004703186949513,7.640321080635988,Spadkowy,C,5,Średni,10830.372753289595,1088813.0630049396
Warszawa,Bielany,40.6950856987811,1,1978,1,Po remoncie,2.262355658782256,1.953261961194356,Stabilny,A,8,Średni,17494.96939010906,711959.2786280403
Gdańsk,Wrzeszcz,57.17423536814111,4,1962,2,Po remoncie,7.81456742808868,6.170710733859971,Stabilny,A,9,Wysoki,9424.922760929154,538862.7522599138
Poznań,Wilda,45.14031856236922,1,1991,3,Nowe,3.7220744029581114,8.059282099728629,Spadkowy,A,1,Wysoki,9797.71970118783,442272.18849641964
Gdańsk,Przymorze,120.31632960248056,5,1951,11,Do remontu,4.59701260999258,8.16448217694164,Wzrostowy,A,8,Niski,8638.735160570135,1039380.9069276942
Warszawa,Mokotów,54.79081647565549,4,2019,12,Nowe,5.7638742771544145,8.67161973884495,Wzrostowy,C,7,Niski,17550.084988336697,961583.4857281124
Warszawa,Bielany,148.0511657582113,1,2001,6,Po remoncie,2.7351493415217165,9.727422924871378,Stabilny,A,9,Wysoki,15261.602679325224,2259498.0680127405
Wrocław,Krzyki,40.734891086629545,1,2009,0,Nowe,7.187690047061016,3.205481870751611,Spadkowy,C,6,Wysoki,10217.375307257054,416203.6703323342
Poznań,Grunwald,145.19955674175702,2,2004,3,Nowe,5.878363685271688,3.733167801073948,Spadkowy,B,4,Niski,9251.241392364223,1343276.1494822802
Gdańsk,Oliwa,124.00857092691906,1,1976,7,Po remoncie,4.611952534528038,8.676607896812126,Stabilny,C,5,Wysoki,11409.052728766683,1414820.3245242226
Wrocław,Psie Pole,44.805916163453276,5,1998,10,Po remoncie,2.6640933705049443,7.86596488382964,Wzrostowy,C,3,Średni,10102.72187503126,452661.70935533615
Wrocław,Fabryczna,65.77794241445375,1,1988,6,Nowe,3.20488593205027,9.091017010526812,Spadkowy,D,5,Średni,11766.306402816215,773963.4249952635
Wrocław,Krzyki,46.517200795075354,4,1957,11,Do remontu,3.5643916887002467,7.970326628107667,Stabilny,B,5,Niski,11819.550971633047,549812.4258550825
Poznań,Jeżyce,90.30468649889656,5,1997,3,Do remontu,4.242440682720464,6.135031057182645,Stabilny,A,8,Wysoki,10214.934202908455,922456.4308005038
Gdańsk,Wrzeszcz,42.04807987625892,5,2021,8,Do remontu,7.709975104723879,3.7628028888935368,Stabilny,C,2,Niski,8507.902405799807,357740.9599384857
Warszawa,Bielany,99.26865947408874,2,1958,9,Po remoncie,3.8270428076460217,8.111207274137866,Spadkowy,A,8,Średni,12298.195539300463,1220825.3851365747
Wrocław,Krzyki,91.82070513727182,4,2002,13,Nowe,2.8363071663094708,2.295025833881203,Wzrostowy,C,2,Niski,10736.538307421077,985836.5181207341
Gdańsk,Oliwa,60.2081600262587,3,1956,8,Do remontu,3.7286534460773106,7.566736478192427,Wzrostowy,D,6,Wysoki,8953.168256080058,539053.7871040876
Kraków,Podgórze,115.66665805791305,2,1958,9,Nowe,6.143016256150924,5.900824272191475,Spadkowy,B,2,Niski,12106.682409176672,1400339.494437989
Warszawa,Mokotów,97.95563535283563,1,1973,13,Do remontu,3.0527323717499355,7.966712205414836,Stabilny,C,8,Wysoki,14876.738889619688,1457260.409910935
Poznań,Stare Miasto,135.10572528058498,3,1967,12,Po remoncie,3.727245497752623,8.947842465963612,Spadkowy,C,5,Średni,8419.429012237808,1137513.0631467882
Poznań,Jeżyce,127.8785551093867,3,1999,7,Po remoncie,5.494140974404543,9.658625323365754,Stabilny,B,5,Niski,7634.276043255989,976260.1897177816
Poznań,Stare Miasto,77.4297560041079,1,2007,14,Do remontu,4.454231995370484,1.8486041271509155,Wzrostowy,A,5,Wysoki,10624.494758225712,822652.0367963403
Warszawa,Śródmieście,122.29640974541712,5,2010,4,Do remontu,4.915614238382712,2.484666675389542,Spadkowy,D,4,Wysoki,12812.96937451655,1566980.152681357
Poznań,Jeżyce,124.44256647509494,4,2022,11,Nowe,7.518416534551712,5.747127433794685,Stabilny,C,2,Średni,9984.201670988648,1242459.6801427589
Gdańsk,Śródmieście,139.11593167880147,4,1992,14,Nowe,2.5686657204497614,2.1564537987759618,Stabilny,B,5,Niski,10129.834849213206,1409221.4128006867
Kraków,Nowa Huta,147.01030353136642,2,2003,1,Po remoncie,7.254667743753738,6.157861592138919,Spadkowy,C,4,Średni,13244.127136548788,1947023.150352044
Gdańsk,Śródmieście,53.00009450261261,2,2018,3,Do remontu,7.375562725151443,7.413537046241523,Wzrostowy,D,9,Niski,11290.630066533222,598404.4605203001
Gdańsk,Oliwa,144.25894760211278,1,1964,2,Nowe,4.321115434461857,5.183044493043129,Wzrostowy,D,9,Wysoki,10613.994560465311,1531163.6851472754
Poznań,Grunwald,36.665760304767815,2,1997,8,Po remoncie,7.524734514479292,4.629109435143143,Wzrostowy,C,1,Średni,11195.338771644185,410485.6079317794
Gdańsk,Śródmieście,104.32778244877957,1,1965,0,Nowe,2.767404377538446,9.896018876769888,Wzrostowy,A,6,Średni,10646.92926675203,1110770.52028925
Wrocław,Krzyki,78.61892293606896,3,1977,1,Do remontu,4.351780213770989,4.062828097395308,Wzrostowy,C,9,Średni,12197.25607480432,958935.1353765398
Poznań,Stare Miasto,52.38855438492617,1,1978,3,Do remontu,2.972289874071342,4.928459850638648,Stabilny,A,9,Niski,8508.017362489149,445722.73030265886
Wrocław,Stare Miasto,137.1776205077134,5,1991,1,Nowe,3.00893159438834,6.905924787057649,Wzrostowy,D,5,Niski,11734.175074618788,1609666.2153571257
Warszawa,Ursynów,32.82813218802171,2,1984,6,Po remoncie,5.960904255943077,9.37593838612552,Stabilny,B,1,Niski,14964.471888260687,491255.6612717567
Wrocław,Krzyki,90.2309925684009,3,2020,10,Po remoncie,7.679945105268437,1.6908501329398598,Wzrostowy,B,5,Wysoki,10571.277620841822,953856.8724446811
Warszawa,Bielany,69.90099263164977,2,1964,7,Nowe,3.6463724804195654,5.132746594473133,Spadkowy,B,2,Średni,15719.365282764644,1098799.2368047426
Kraków,Śródmieście,143.13538201352011,1,1977,1,Po remoncie,4.348910811501732,7.3411896209419565,Wzrostowy,D,3,Wysoki,11118.187678822498,1591406.0407062708
Kraków,Podgórze,144.92113069187081,4,2016,1,Po remoncie,3.3887673661636795,7.189205878553799,Wzrostowy,A,8,Wysoki,11079.625863087243,1605671.9077214983
Poznań,Stare Miasto,148.33282771627597,3,2021,4,Po remoncie,6.882075166716536,8.185405590297353,Wzrostowy,A,4,Średni,9501.5802025244,1409396.2592134303
Warszawa,Śródmieście,69.28509791907192,3,2014,14,Po remoncie,2.758453483158565,9.126190557001529,Wzrostowy,A,1,Wysoki,16308.18437199955,1129914.1510962672
Warszawa,Mokotów,126.51492605722007,2,1989,2,Po remoncie,4.283060827623573,6.3789047222641235,Wzrostowy,D,9,Wysoki,15399.367149703889,1948249.7962727712
Kraków,Nowa Huta,35.5929251145755,4,1959,13,Nowe,6.433232475951781,3.917482299263258,Spadkowy,C,2,Niski,11810.889440617102,420384.103396415
Gdańsk,Wrzeszcz,30.00616773296176,4,1977,5,Nowe,2.8703526532885513,6.96741588353,Wzrostowy,D,6,Wysoki,9045.241070898897,271413.02075846697
Warszawa,Bielany,35.63049567738829,3,1985,12,Do remontu,5.516676785473465,4.4772483277807185,Spadkowy,C,4,Wysoki,14482.157662131398,516006.4559798285
Wrocław,Psie Pole,61.47732562235255,5,2012,6,Po remoncie,5.391451638818494,6.495447434392782,Stabilny,A,1,Niski,10108.79633805031,621461.764124364
Wrocław,Fabryczna,65.03012461819402,3,2020,8,Do remontu,2.5628422248261895,1.6419089950616144,Stabilny,C,6,Wysoki,11912.048237996305,774641.9813748383
Gdańsk,Śródmieście,121.12550375300057,4,2016,11,Nowe,5.673714978426063,8.31776005333727,Wzrostowy,D,2,Średni,9106.352008500613,1103011.4743817854
Wrocław,Psie Pole,76.45181826245502,2,1973,10,Do remontu,3.54605029691824,9.09770881898217,Wzrostowy,C,4,Niski,10282.333905998348,786103.123095265
Poznań,Stare Miasto,88.36642804161508,5,2017,12,Po remoncie,7.7228056971670656,4.985434604846652,Stabilny,B,6,Wysoki,8943.533772938605,790308.1335841335
Warszawa,Mokotów,138.59905266286876,5,1960,12,Po remoncie,3.827143964044714,4.649439341088302,Stabilny,D,1,Niski,14680.767528920287,2034740.4718721565
Wrocław,Krzyki,48.92418178868415,2,2005,2,Do remontu,7.515675389820165,2.11024554038123,Spadkowy,C,4,Średni,9170.104128809537,448639.84141904087
Kraków,Śródmieście,66.58990225887183,5,1959,10,Nowe,4.910739859320611,8.742324399584291,Wzrostowy,D,9,Niski,10753.211781963924,716055.3215299267
Wrocław,Krzyki,64.88090245046948,5,1955,2,Do remontu,7.892509984366127,3.905052831317096,Stabilny,A,5,Niski,12204.757786249205,791855.6993612425
Poznań,Stare Miasto,134.09646727719758,5,1959,11,Nowe,4.48624607164632,2.341221108932746,Wzrostowy,C,4,Średni,10664.329749238621,1430048.9452520213
Kraków,Krowodrza,62.78807234175501,2,1984,3,Do remontu,7.175513089013085,3.174558252818559,Spadkowy,C,1,Wysoki,10568.820480794157,663595.8649151255
Gdańsk,Przymorze,40.96868541493096,1,2016,0,Po remoncie,5.041853328623767,5.640421694483568,Spadkowy,D,2,Niski,9582.363999496432,392576.856226729
Gdańsk,Wrzeszcz,87.21053867735279,3,1954,7,Do remontu,5.873755423418462,3.1751413742609773,Wzrostowy,A,3,Wysoki,8665.592529791695,755730.992481578
Warszawa,Mokotów,108.37165128962481,5,1959,12,Nowe,5.735538066158718,7.721179080026198,Spadkowy,D,6,Wysoki,15063.82982971798,1632492.1133924453
Kraków,Krowodrza,147.40864161423565,3,1991,0,Po remoncie,3.0124516935109535,9.023423174745794,Spadkowy,A,8,Niski,12119.902768474458,1786578.4035974338
Gdańsk,Przymorze,126.53894928839904,3,1962,10,Nowe,2.071067598775636,2.216028457706892,Spadkowy,C,1,Wysoki,9588.401885298485,1213306.2999205748
Gdańsk,Śródmieście,64.24313394587301,2,2008,0,Nowe,2.141744607016614,9.051399322316714,Wzrostowy,C,1,Wysoki,11211.453348670932,720258.8992065731
Warszawa,Mokotów,104.84931582743555,3,1954,3,Nowe,6.01768882592348,3.0984917964224614,Stabilny,A,6,Wysoki,17560.483640117258,1841204.6952651695
Gdańsk,Śródmieście,119.3430520942337,5,2013,11,Nowe,4.54496558984683,4.968409813828043,Spadkowy,C,6,Wysoki,10985.348231551918,1311024.9862713986
Poznań,Grunwald,109.75595578319867,3,2000,12,Po remoncie,4.911544182484215,7.123785629957255,Stabilny,C,9,Wysoki,9519.737259764355,1044847.8617503655
